query_genome	query_id	query_length_bp	query_start_0based	query_end_0based	ref_id	ref_length_bp	ref_start_0based	ref_end_0based	orientation	matching_bases	alignment_block_length_bp	ref_span_bp	percent_identity	mapping_quality
FolD11	CM012187.1	6551299	4468304	4516168	NC_030986.1	6854980	4295892	4343292	same	47114	47828	47400	98.5072	60
FolD11	CM012187.1	6551299	4516433	4626836	NC_030986.1	6854980	4343647	4454123	same	110352	110376	110476	99.9783	60
FolD11	CM012187.1	6551299	4627107	4658042	NC_030986.1	6854980	4454401	4485570	same	30756	30864	31169	99.6501	60
FolD11	CM012187.1	6551299	4658516	4659992	NC_030986.1	6854980	4487523	4489001	same	1474	1478	1478	99.7294	60
FolD11	CM012187.1	6551299	4662349	4695555	NC_030986.1	6854980	4491869	4524813	same	32837	33109	32944	99.1785	60
FolD11	CM012187.1	6551299	4695717	4751077	NC_030986.1	6854980	4524976	4580341	same	55360	55365	55365	99.9910	60
FolD11	CM012187.1	6551299	4751268	4869055	NC_030986.1	6854980	4580548	4697682	same	117112	117805	117134	99.4117	60
FolD11	CM012187.1	6551299	4869119	4984080	NC_030986.1	6854980	4697755	4812752	same	114878	114900	114997	99.9809	60
FolD11	CM012187.1	6551299	4984230	5097829	NC_030986.1	6854980	4812901	4927293	same	113473	114173	114392	99.3869	60
FolD11	CM012187.1	6551299	6264403	6265059	NC_030986.1	6854980	4814387	4815043	same	656	656	656	100.0000	1
FolD11	CM012187.1	6551299	5098054	5119089	NC_030986.1	6854980	4927847	4948985	same	20915	21040	21138	99.4059	60
FolD11	CM012187.1	6551299	5119457	5122432	NC_030986.1	6854980	4949451	4952425	same	2974	2975	2974	99.9664	60
FolD11	CM012187.1	6551299	5122693	5125269	NC_030986.1	6854980	4952818	4955393	same	2575	2576	2575	99.9612	60
FolD11	CM012187.1	6551299	5125926	5147365	NC_030986.1	6854980	4955991	4977355	same	21236	21320	21364	99.6060	60
FolD11	CM012187.1	6551299	5147462	5294491	NC_030986.1	6854980	4977456	5124491	same	147017	147037	147035	99.9864	60
FolD11	CM012187.1	6551299	5295623	5328290	NC_030986.1	6854980	5125635	5158303	same	32664	32669	32668	99.9847	60
FolD11	CM012187.1	6551299	5328480	5462229	NC_030986.1	6854980	5158564	5292335	same	133628	133683	133771	99.9589	60
FolD11	CM012187.1	6551299	5462333	5516593	NC_030986.1	6854980	5292448	5346658	same	54064	54139	54210	99.8615	60
FolD11	CM012187.1	6551299	5517083	5582394	NC_030986.1	6854980	5347194	5412580	same	65039	65094	65386	99.9155	60
FolD11	CM012187.1	6551299	5582506	5704468	NC_030986.1	6854980	5412704	5534061	same	121018	121753	121357	99.3963	60
FolD11	CM012187.1	6551299	5704703	5722972	NC_030986.1	6854980	5534378	5552646	same	18268	18269	18268	99.9945	60
FolD11	CM012187.1	6551299	5723400	5723953	NC_030986.1	6854980	5553107	5553660	same	553	553	553	100.0000	60
FolD11	CM012187.1	6551299	5724010	5805279	NC_030986.1	6854980	5553717	5634997	same	81262	81281	81280	99.9766	60
FolD11	CM012187.1	6551299	5807079	5812110	NC_030986.1	6854980	5637912	5642945	same	5027	5034	5033	99.8609	60
FolD11	CM012187.1	6551299	5812359	5819421	NC_030986.1	6854980	5643252	5650316	same	7062	7064	7064	99.9717	60
FolD11	CM012187.1	6551299	5819663	5929099	NC_030986.1	6854980	5650546	5759985	same	109432	109440	109439	99.9927	60
FolD11	CM012187.1	6551299	5929774	6028701	NC_030986.1	6854980	5760634	5859669	same	98772	98916	99035	99.8544	60
FolD11	CM012187.1	6551299	6029148	6032560	NC_030986.1	6854980	5860203	5863615	same	3412	3412	3412	100.0000	60
FolD11	RBXW01000006.1	105766	54010	105766	NC_030986.1	6854980	5873554	5919215	same	44965	51305	45661	87.6425	60
FolD11	CM012196.1	2138808	1950266	1953252	NC_030986.1	6854980	6032400	6035365	opposite	2927	2986	2965	98.0241	1
FolD11	RBXW01000002.1	5801746	1957383	1960279	NC_030986.1	6854980	6104392	6107057	same	2618	2909	2665	89.9966	1
FolD11	RBXW01000007.1	2135404	257966	317779	NC_030986.1	6854980	6140563	6194348	same	53751	59830	53785	89.8395	60
FolD11	RBXW01000002.1	5801746	1331301	1361190	NC_030986.1	6854980	6149345	6177989	opposite	27527	30021	28644	91.6925	60
FolD11	RBXW01000007.1	2135404	368246	494577	NC_030986.1	6854980	6244591	6364830	same	120223	126346	120239	95.1538	60
FolD11	RBXW01000002.1	5801746	2206049	2211661	NC_030986.1	6854980	6402999	6408412	same	5205	5620	5413	92.6157	12
FolD11	RBXW01000002.1	5801746	2257283	2259254	NC_030986.1	6854980	6453239	6455210	same	1941	1971	1971	98.4779	12
FolD11	RBXW01000002.1	5801746	1655620	1657484	NC_030986.1	6854980	6459335	6461199	opposite	1811	1864	1864	97.1567	7
FolD11	CM012194.1	3452555	3335564	3336057	NC_030986.1	6854980	6483615	6484099	same	464	493	484	94.1176	1
FolD11	CM012195.1	2918466	2882478	2888228	NC_030986.1	6854980	6611394	6617128	opposite	5510	5758	5734	95.6929	18
FolD11	CM012195.1	2918466	2878900	2881989	NC_030986.1	6854980	6617618	6620695	opposite	2873	3102	3077	92.6177	60
FolD11	RBXW01000007.1	2135404	767212	784398	NC_030986.1	6854980	6650589	6670195	same	17167	19506	19606	88.0088	60
FolD11	RBXW01000007.1	2135404	785414	797769	NC_030986.1	6854980	6671248	6683601	same	12315	12393	12353	99.3706	60
FolD11	RBXW01000007.1	2135404	797842	800273	NC_030986.1	6854980	6683676	6686108	same	2431	2432	2432	99.9589	60
FolD11	RBXW01000007.1	2135404	801119	945621	NC_030986.1	6854980	6687113	6833082	same	144413	145035	145969	99.5711	60
FolD11	RBXW01000002.1	5801746	1888963	1890422	NC_030986.1	6854980	6734681	6736139	opposite	1396	1463	1458	95.4204	1
FolD11	RBXW01000007.1	2135404	945675	967505	NC_030986.1	6854980	6833149	6854980	same	21827	21831	21831	99.9817	60
FolD11	RBXW01000002.1	5801746	2275195	2277056	NC_030986.1	6854980	6852497	6854358	opposite	1861	1861	1861	100.0000	10
FolD11	CM012188.1	4845296	15582	30610	NC_030987.1	5577357	7552	22586	same	14937	15034	15034	99.3548	60
FolD11	CM012188.1	4845296	74040	103581	NC_030987.1	5577357	36421	66346	same	29446	29826	29925	98.7259	60
FolD11	CM012188.1	4845296	126511	129883	NC_030987.1	5577357	85940	89312	same	3372	3372	3372	100.0000	60
FolD11	CM012188.1	4845296	129974	219394	NC_030987.1	5577357	89408	179009	same	89341	89373	89601	99.9642	60
FolD11	CM012190.1	5140509	4936849	4942945	NC_030987.1	5577357	172051	178147	opposite	6092	6096	6096	99.9344	60
FolD11	CM012188.1	4845296	220354	222110	NC_030987.1	5577357	179980	181735	same	1755	1756	1755	99.9431	60
FolD11	CM012188.1	4845296	223067	228989	NC_030987.1	5577357	182808	188731	same	5917	5923	5923	99.8987	60
FolD11	CM012188.1	4845296	229082	273290	NC_030987.1	5577357	188826	232616	same	43397	44176	43790	98.2366	60
FolD11	CM012188.1	4845296	273391	319258	NC_030987.1	5577357	232719	278587	same	45865	45869	45868	99.9913	60
FolD11	CM012188.1	4845296	320396	327267	NC_030987.1	5577357	280002	286874	same	6871	6872	6872	99.9854	60
FolD11	CM012188.1	4845296	328081	329288	NC_030987.1	5577357	287728	288936	same	1207	1208	1208	99.9172	60
FolD11	CM012188.1	4845296	330064	346020	NC_030987.1	5577357	289684	305807	same	15938	15949	16123	99.9310	60
FolD11	CM012188.1	4845296	346135	348449	NC_030987.1	5577357	305944	308258	same	2313	2314	2314	99.9568	60
FolD11	CM012188.1	4845296	348747	379032	NC_030987.1	5577357	308699	338987	same	30285	30288	30288	99.9901	60
FolD11	CM012188.1	4845296	379372	435580	NC_030987.1	5577357	339359	395746	same	56091	56117	56387	99.9537	60
FolD11	CM012188.1	4845296	436146	447502	NC_030987.1	5577357	396692	408047	same	11291	11417	11355	98.8964	60
FolD11	CM012188.1	4845296	447691	456556	NC_030987.1	5577357	408231	417102	same	8861	8871	8871	99.8873	60
FolD11	CM012188.1	4845296	456748	494695	NC_030987.1	5577357	417279	455231	same	37946	37952	37952	99.9842	60
FolD11	CM012188.1	4845296	494809	671176	NC_030987.1	5577357	455345	631721	same	176329	176381	176376	99.9705	60
FolD11	CM012196.1	2138808	1903058	1909155	NC_030987.1	5577357	621197	627313	same	6094	6117	6116	99.6240	4
FolD11	CM012188.1	4845296	671304	870545	NC_030987.1	5577357	631877	831278	same	199041	199103	199401	99.9689	60
FolD11	CM012188.1	4845296	870670	984925	NC_030987.1	5577357	831429	944922	same	113486	114260	113493	99.3226	60
FolD11	CM012188.1	4845296	985176	1122228	NC_030987.1	5577357	945176	1082321	same	136884	136908	137145	99.9825	60
FolD11	CM012188.1	4845296	1122444	1149229	NC_030987.1	5577357	1082850	1109637	same	26782	26790	26787	99.9701	60
FolD11	CM012194.1	3452555	3409690	3411037	NC_030987.1	5577357	1095867	1097214	opposite	1259	1347	1347	93.4670	1
FolD11	CM012188.1	4845296	1149303	1225188	NC_030987.1	5577357	1109731	1185955	same	75755	75864	76224	99.8563	60
FolD11	CM012188.1	4845296	1225327	1293592	NC_030987.1	5577357	1186118	1254407	same	68247	68307	68289	99.9122	60
FolD11	CM012188.1	4845296	1294011	1298767	NC_030987.1	5577357	1254836	1259592	same	4755	4756	4756	99.9790	60
FolD11	CM012188.1	4845296	1298980	1401019	NC_030987.1	5577357	1259822	1361102	same	101270	102048	101280	99.2376	60
FolD11	CM012188.1	4845296	1401213	1403542	NC_030987.1	5577357	1361358	1363687	same	2327	2329	2329	99.9141	60
FolD11	CM012188.1	4845296	1403982	1442415	NC_030987.1	5577357	1365408	1403852	same	38425	38445	38444	99.9480	60
FolD11	CM012188.1	4845296	1442869	1497357	NC_030987.1	5577357	1404500	1458993	same	54487	54493	54493	99.9890	60
FolD11	CM012188.1	4845296	1497570	1561274	NC_030987.1	5577357	1459226	1522998	same	63662	63676	63772	99.9780	60
FolD11	CM012188.1	4845296	1562407	1645150	NC_030987.1	5577357	1523954	1606735	same	82605	82624	82781	99.9770	60
FolD11	CM012188.1	4845296	1645484	1888984	NC_030987.1	5577357	1606988	1850871	same	243306	243373	243883	99.9725	60
FolD11	CM012188.1	4845296	1889139	2067260	NC_030987.1	5577357	1851042	2029157	same	177970	178040	178115	99.9607	60
FolD11	CM012188.1	4845296	2067413	2108975	NC_030987.1	5577357	2029318	2070892	same	41557	41574	41574	99.9591	60
FolD11	CM012188.1	4845296	2109041	2111274	NC_030987.1	5577357	2071114	2073346	same	2231	2234	2232	99.8657	60
FolD11	CM012188.1	4845296	2113185	2190405	NC_030987.1	5577357	2075235	2152511	same	77122	77133	77276	99.9857	60
FolD11	CM012188.1	4845296	2190650	2191048	NC_030987.1	5577357	2152774	2153172	same	398	398	398	100.0000	60
FolD11	CM012188.1	4845296	2191534	2212661	NC_030987.1	5577357	2153639	2174767	same	21122	21129	21128	99.9669	60
FolD11	CM012188.1	4845296	2212793	2234497	NC_030987.1	5577357	2174912	2196626	same	21700	21714	21714	99.9355	60
FolD11	CM012188.1	4845296	2234663	2258085	NC_030987.1	5577357	2196795	2220237	same	23316	23320	23442	99.9828	60
FolD11	CM012188.1	4845296	2258580	2263477	NC_030987.1	5577357	2220825	2225723	same	4897	4898	4898	99.9796	60
FolD11	CM012188.1	4845296	2263752	2268581	NC_030987.1	5577357	2226040	2230870	same	4828	4830	4830	99.9586	60
FolD11	CM012188.1	4845296	2268947	2287602	NC_030987.1	5577357	2231304	2249960	same	18649	18659	18656	99.9464	60
FolD11	CM012188.1	4845296	2287682	2348600	NC_030987.1	5577357	2250035	2310956	same	60917	60921	60921	99.9934	60
FolD11	CM012188.1	4845296	2348658	2377004	NC_030987.1	5577357	2311023	2339377	same	28346	28354	28354	99.9718	60
FolD11	CM012188.1	4845296	2377180	2456256	NC_030987.1	5577357	2339580	2418708	same	78936	78949	79128	99.9835	60
FolD11	CM012188.1	4845296	2456486	2553040	NC_030987.1	5577357	2418942	2515623	same	96365	96393	96681	99.9710	60
FolD11	CM012188.1	4845296	2553302	2575377	NC_030987.1	5577357	2516058	2538132	same	22072	22076	22074	99.9819	60
FolD11	CM012188.1	4845296	2575804	2579215	NC_030987.1	5577357	2538637	2542048	same	3411	3411	3411	100.0000	60
FolD11	CM012188.1	4845296	2579762	2609780	NC_030987.1	5577357	2542662	2572681	same	30018	30019	30019	99.9967	60
FolD11	CM012188.1	4845296	2610265	2621838	NC_030987.1	5577357	2573657	2585233	same	11573	11576	11576	99.9741	60
FolD11	CM012188.1	4845296	2622145	2664663	NC_030987.1	5577357	2585576	2628181	same	42485	42507	42605	99.9482	60
FolD11	CM012188.1	4845296	2665488	2693346	NC_030987.1	5577357	2629066	2657023	same	27846	27857	27957	99.9605	60
FolD11	CM012188.1	4845296	2744610	2756137	NC_030987.1	5577357	2658023	2669555	same	11526	11532	11532	99.9480	60
FolD11	CM012188.1	4845296	2756374	2783993	NC_030987.1	5577357	2669796	2697422	same	27595	27628	27626	99.8806	60
FolD11	CM012188.1	4845296	2784522	2932741	NC_030987.1	5577357	2698151	2840848	same	142461	148092	142697	96.1976	60
FolD11	CM012188.1	4845296	2932853	2933474	NC_030987.1	5577357	2840874	2841495	opposite	605	622	621	97.2669	60
FolD11	CM012188.1	4845296	2933497	2991811	NC_030987.1	5577357	2841606	2899922	same	58314	58316	58316	99.9966	60
FolD11	CM012188.1	4845296	2992158	3041761	NC_030987.1	5577357	2900387	2949992	same	49602	49606	49605	99.9919	60
FolD11	CM012188.1	4845296	3042068	3069070	NC_030987.1	5577357	2950370	2977376	same	26998	27006	27006	99.9704	60
FolD11	CM012188.1	4845296	3069259	3074594	NC_030987.1	5577357	2977648	2982983	same	5335	5335	5335	100.0000	60
FolD11	CM012188.1	4845296	3074705	3078283	NC_030987.1	5577357	2983081	2986659	same	3578	3578	3578	100.0000	60
FolD11	CM012188.1	4845296	3078379	3087085	NC_030987.1	5577357	2986765	2995472	same	8704	8707	8707	99.9655	60
FolD11	CM012188.1	4845296	3087209	3159484	NC_030987.1	5577357	2995601	3067882	same	72268	72283	72281	99.9792	60
FolD11	CM012188.1	4845296	3160540	3178457	NC_030987.1	5577357	3069137	3087055	same	17917	17918	17918	99.9944	60
FolD11	CM012188.1	4845296	3178770	3198405	NC_030987.1	5577357	3087614	3107255	same	19632	19642	19641	99.9491	60
FolD11	CM012188.1	4845296	3198509	3224624	NC_030987.1	5577357	3107354	3136420	same	26115	29066	29066	89.8472	60
FolD11	CM012188.1	4845296	3224691	3377107	NC_030987.1	5577357	3136480	3288904	same	152406	152430	152424	99.9843	60
FolD11	CM012188.1	4845296	3377260	3441724	NC_030987.1	5577357	3289211	3353679	same	64458	64469	64468	99.9829	60
FolD11	CM012188.1	4845296	3442610	3469727	NC_030987.1	5577357	3354269	3381449	same	27054	27082	27180	99.8966	60
FolD11	CM012188.1	4845296	3469946	3563515	NC_030987.1	5577357	3381816	3475390	same	93560	93576	93574	99.9829	60
FolD11	CM012188.1	4845296	3563876	3608370	NC_030987.1	5577357	3475717	3520216	same	44487	44499	44499	99.9730	60
FolD11	CM012188.1	4845296	3608623	3664763	NC_030987.1	5577357	3520481	3576624	same	56138	56143	56143	99.9911	60
FolD11	CM012188.1	4845296	3664921	3727336	NC_030987.1	5577357	3576783	3639219	same	62410	62440	62436	99.9520	60
FolD11	CM012188.1	4845296	3727458	3761869	NC_030987.1	5577357	3639343	3673758	same	34408	34415	34415	99.9797	60
FolD11	CM012188.1	4845296	3761932	3831937	NC_030987.1	5577357	3673840	3743849	same	70004	70010	70009	99.9914	60
FolD11	CM012188.1	4845296	3832131	3863904	NC_030987.1	5577357	3744057	3775905	same	31668	31692	31848	99.9243	60
FolD11	CM012188.1	4845296	3865160	3982920	NC_030987.1	5577357	3777189	3895056	same	117729	117772	117867	99.9635	60
FolD11	CM012188.1	4845296	3983261	4016705	NC_030987.1	5577357	3895519	3928966	same	33443	33447	33447	99.9880	60
FolD11	CM012188.1	4845296	4016967	4053465	NC_030987.1	5577357	3929334	3965835	same	36480	36517	36501	99.8987	60
FolD11	CM012188.1	4845296	4053694	4120321	NC_030987.1	5577357	3966089	4033039	same	66299	66309	66950	99.9849	60
FolD11	CM012188.1	4845296	4120718	4543629	NC_030987.1	5577357	4033460	4455673	same	421795	422870	422213	99.7458	60
FolD11	CM012188.1	4845296	4543793	4550115	NC_030987.1	5577357	4455857	4462185	same	6319	6329	6328	99.8420	60
FolD11	CM012188.1	4845296	4550282	4587932	NC_030987.1	5577357	4462345	4500511	same	37372	37465	38166	99.7518	60
FolD11	CM012188.1	4845296	4588148	4627185	NC_030987.1	5577357	4500880	4539975	same	38987	38998	39095	99.9718	60
FolD11	CM012188.1	4845296	4627253	4746825	NC_030987.1	5577357	4540058	4661982	same	118776	122710	121924	96.7941	60
FolD11	CM012188.1	4845296	4747650	4827264	NC_030987.1	5577357	4662845	4758615	same	79188	89546	95770	88.4328	60
FolD11	RBXW01000032.1	50203	0	1971	NC_030987.1	5577357	4729225	4731265	same	1962	2040	2040	96.1765	60
FolD11	RBXW01000027.1	43179	26954	41517	NC_030987.1	5577357	4743836	4758649	opposite	14284	14616	14813	97.7285	60
FolD11	RBXW01000038.1	153880	22539	37312	NC_030987.1	5577357	4743836	4758649	same	14513	14612	14813	99.3225	60
FolD11	RBXW01000026.1	20496	16574	20496	NC_030987.1	5577357	4749795	4753771	opposite	3919	3979	3976	98.4921	0
FolD11	RBXW01000032.1	50203	24748	46871	NC_030987.1	5577357	4757175	4779271	same	21524	22042	22096	97.6499	60
FolD11	RBXW01000027.1	43179	42471	43179	NC_030987.1	5577357	4757934	4758649	opposite	706	715	715	98.7413	60
FolD11	RBXW01000026.1	20496	86	4623	NC_030987.1	5577357	4758967	4763661	opposite	4529	4695	4694	96.4643	8
FolD11	RBXW01000029.1	35470	0	15286	NC_030987.1	5577357	4758967	4774565	opposite	15263	15606	15598	97.8021	60
