query_genome	query_id	query_length_bp	query_start_0based	query_end_0based	ref_id	ref_length_bp	ref_start_0based	ref_end_0based	orientation	matching_bases	alignment_block_length_bp	ref_span_bp	percent_identity	mapping_quality
FoCL57	JH651392.1	2218604	286699	289996	NC_030986.1	6854980	2036756	2040066	same	3272	3313	3310	98.7625	60
FoCL57	JH651392.1	2218604	290572	303387	NC_030986.1	6854980	2040554	2053373	same	12742	12821	12819	99.3838	60
FoCL57	JH651392.1	2218604	304577	336677	NC_030986.1	6854980	2054359	2087439	same	31871	33118	33080	96.2347	60
FoCL57	JH651392.1	2218604	337334	500189	NC_030986.1	6854980	2087927	2250772	same	161778	163011	162845	99.2436	60
FoCL57	JH651392.1	2218604	500590	558136	NC_030986.1	6854980	2251302	2308623	same	56833	57398	57321	99.0156	60
FoCL57	JH651392.1	2218604	558249	810239	NC_030986.1	6854980	2308742	2560625	same	249937	252261	251883	99.0787	60
FoCL57	JH651392.1	2218604	810551	836440	NC_030986.1	6854980	2561055	2586920	same	25579	25957	25865	98.5437	60
FoCL57	JH651392.1	2218604	836770	837908	NC_030986.1	6854980	2587174	2588332	same	1113	1158	1158	96.1140	60
FoCL57	JH651392.1	2218604	838165	841066	NC_030986.1	6854980	2588590	2591509	same	2661	2935	2919	90.6644	60
FoCL57	JH651392.1	2218604	842333	860969	NC_030986.1	6854980	2598024	2616198	same	17897	18708	18174	95.6650	60
FoCL57	JH651392.1	2218604	861050	877312	NC_030986.1	6854980	2616280	2632513	same	16122	16266	16233	99.1147	60
FoCL57	JH651392.1	2218604	878200	907157	NC_030986.1	6854980	2634085	2662913	same	28620	28899	28828	99.0346	60
FoCL57	JH651392.1	2218604	907383	922283	NC_030986.1	6854980	2663281	2678180	same	14805	14909	14899	99.3024	60
FoCL57	JH651392.1	2218604	922591	942618	NC_030986.1	6854980	2678480	2698506	same	19905	20027	20026	99.3908	60
FoCL57	JH651392.1	2218604	942747	948327	NC_030986.1	6854980	2698479	2704155	same	5510	5700	5676	96.6667	60
FoCL57	JH651392.1	2218604	948485	1038655	NC_030986.1	6854980	2704314	2794413	same	89427	90320	90099	99.0113	60
FoCL57	JH651392.1	2218604	1038747	1143343	NC_030986.1	6854980	2794507	2899757	same	103933	105326	105250	98.6774	60
FoCL57	JH651392.1	2218604	1143841	1153269	NC_030986.1	6854980	2900224	2909649	same	9360	9435	9425	99.2051	60
FoCL57	JH651392.1	2218604	1153611	1193778	NC_030986.1	6854980	2910153	2950021	same	39531	39949	39868	98.9537	60
FoCL57	JH651392.1	2218604	1193898	1219461	NC_030986.1	6854980	2950137	2975731	same	25408	25611	25594	99.2074	60
FoCL57	JH651392.1	2218604	1220245	1517346	NC_030986.1	6854980	2977184	3274241	same	294837	297311	297057	99.1679	60
FoCL57	JH651392.1	2218604	1517585	1522181	NC_030986.1	6854980	3274486	3279088	same	4568	4613	4602	99.0245	60
FoCL57	JH651392.1	2218604	1522629	1583865	NC_030986.1	6854980	3279507	3341020	same	60720	61383	61513	98.9199	60
FoCL57	JH651392.1	2218604	1584738	1627532	NC_030986.1	6854980	3341778	3384547	same	42522	42827	42769	99.2878	60
FoCL57	JH651392.1	2218604	1627718	1754553	NC_030986.1	6854980	3384726	3511518	same	125862	126987	126792	99.1141	60
FoCL57	JH651392.1	2218604	1755038	1868795	NC_030986.1	6854980	3511844	3625585	same	112976	113857	113741	99.2262	60
FoCL57	JH651392.1	2218604	1868926	1870235	NC_030986.1	6854980	3625718	3627027	same	1297	1309	1309	99.0833	60
FoCL57	JH651392.1	2218604	1870529	1874010	NC_030986.1	6854980	3627347	3630814	same	3433	3481	3467	98.6211	60
FoCL57	JH651392.1	2218604	1874141	1875518	NC_030986.1	6854980	3631042	3632427	same	1372	1387	1385	98.9185	60
FoCL57	JH651392.1	2218604	1875757	1957701	NC_030986.1	6854980	3632639	3714483	same	81177	81935	81844	99.0749	60
FoCL57	JH651392.1	2218604	1959113	1992898	NC_030986.1	6854980	3715878	3749639	same	33532	33816	33761	99.1602	60
FoCL57	JH651392.1	2218604	1993014	2146104	NC_030986.1	6854980	3749762	3903657	same	151844	153603	153895	98.8548	60
FoCL57	JH651392.1	2218604	2146898	2167972	NC_030986.1	6854980	3905362	3927150	same	20840	21716	21788	95.9661	60
FoCL57	JH651392.1	2218604	2168236	2193095	NC_030986.1	6854980	3927500	3952299	same	24605	24916	24799	98.7518	60
FoCL57	JH651392.1	2218604	2193186	2218598	NC_030986.1	6854980	3952389	3977850	same	25119	25398	25461	98.9015	60
FoCL57	JH651398.1	1468334	1	58183	NC_030986.1	6854980	3973249	4031489	same	57580	58138	58240	99.0402	60
FoCL57	JH651398.1	1468334	58840	64747	NC_030986.1	6854980	4032226	4038134	same	5880	5908	5908	99.5261	60
FoCL57	JH651398.1	1468334	64999	70370	NC_030986.1	6854980	4038496	4043866	same	5346	5375	5370	99.4605	60
FoCL57	JH651398.1	1468334	70455	302047	NC_030986.1	6854980	4043960	4276331	same	229785	232657	232371	98.7656	60
FoCL57	JH651398.1	1468334	302549	307759	NC_030986.1	6854980	4276883	4282043	same	5135	5210	5160	98.5605	60
FoCL57	JH651398.1	1468334	308130	320107	NC_030986.1	6854980	4282857	4294882	same	11928	12030	12025	99.1521	60
FoCL57	JH651398.1	1468334	321511	368634	NC_030986.1	6854980	4295989	4343292	same	46747	47133	47303	99.1810	60
FoCL57	JH651398.1	1468334	368899	469754	NC_030986.1	6854980	4343647	4444539	same	99842	100976	100892	98.8770	60
FoCL57	JH651398.1	1468334	470014	476445	NC_030986.1	6854980	4447683	4454121	same	6383	6439	6438	99.1303	60
FoCL57	JH651398.1	1468334	476727	509476	NC_030986.1	6854980	4454410	4485563	same	30447	32731	31153	93.0219	60
FoCL57	JH651398.1	1468334	509941	511420	NC_030986.1	6854980	4487523	4489001	same	1471	1481	1478	99.3248	60
FoCL57	JH651398.1	1468334	513773	539780	NC_030986.1	6854980	4491869	4517636	same	25373	25968	25767	97.7087	60
FoCL57	JH651398.1	1468334	543462	546985	NC_030986.1	6854980	4521289	4524813	same	3496	3524	3524	99.2054	60
FoCL57	JH651398.1	1468334	547147	605700	NC_030986.1	6854980	4524976	4580341	same	54698	58865	55365	92.9211	60
FoCL57	JH651398.1	1468334	605891	722725	NC_030986.1	6854980	4580548	4697682	same	116125	117245	117134	99.0447	60
FoCL57	JH651398.1	1468334	722789	837904	NC_030986.1	6854980	4697755	4812752	same	114148	115106	114997	99.1677	60
FoCL57	JH651398.1	1468334	838055	951018	NC_030986.1	6854980	4812901	4927291	same	111781	114459	114390	97.6603	60
FoCL57	JH651398.1	1468334	951255	972317	NC_030986.1	6854980	4927857	4948985	same	20734	21091	21128	98.3073	60
FoCL57	JH651398.1	1468334	972703	975661	NC_030986.1	6854980	4949469	4952425	same	2945	2958	2956	99.5605	60
FoCL57	JH651398.1	1468334	975922	978499	NC_030986.1	6854980	4952818	4955393	same	2564	2578	2575	99.4569	60
FoCL57	JH651398.1	1468334	979269	1000479	NC_030986.1	6854980	4955991	4977347	same	20825	21320	21356	97.6782	60
FoCL57	JH651398.1	1468334	1000583	1081214	NC_030986.1	6854980	4977456	5058122	same	80046	80715	80666	99.1712	60
FoCL57	JH651398.1	1468334	1090764	1096376	NC_030986.1	6854980	5064366	5070046	same	5233	5734	5680	91.2626	60
FoCL57	JH651398.1	1468334	1096783	1150797	NC_030986.1	6854980	5070450	5124491	same	53467	54169	54041	98.7041	60
FoCL57	JH651398.1	1468334	1151929	1184612	NC_030986.1	6854980	5125635	5158303	same	32407	32719	32668	99.0464	60
FoCL57	JH651398.1	1468334	1184802	1318471	NC_030986.1	6854980	5158564	5292335	same	132773	133742	133771	99.2755	60
FoCL57	JH651398.1	1468334	1318573	1372658	NC_030986.1	6854980	5292446	5346577	same	53442	54083	54131	98.8148	60
FoCL57	JH651398.1	1468334	1373265	1425650	NC_030986.1	6854980	5347194	5399582	same	51535	52195	52388	98.7355	60
FoCL57	JH651398.1	1468334	1428376	1439556	NC_030986.1	6854980	5401371	5412580	same	11002	11215	11209	98.1008	60
FoCL57	JH651398.1	1468334	1439668	1461376	NC_030986.1	6854980	5412704	5434408	same	21459	21720	21704	98.7983	60
FoCL57	JH651398.1	1468334	1461949	1462687	NC_030986.1	6854980	5435537	5436277	same	720	740	740	97.2973	60
FoCL57	JH651398.1	1468334	1462931	1464629	NC_030986.1	6854980	5436527	5438270	same	1595	1761	1743	90.5735	60
FoCL57	JH651398.1	1468334	1465684	1468334	NC_030986.1	6854980	5438777	5441409	same	2602	2651	2632	98.1516	60
FoCL57	KK035842.1	272278	174320	272278	NC_030986.1	6854980	5438832	5534022	opposite	93251	97915	95190	95.2367	60
FoCL57	KK035842.1	272278	155546	174044	NC_030986.1	6854980	5534378	5552646	opposite	18017	18508	18268	97.3471	60
FoCL57	KK035842.1	272278	154565	155118	NC_030986.1	6854980	5553107	5553660	opposite	546	553	553	98.7342	60
FoCL57	KK035842.1	272278	73253	154508	NC_030986.1	6854980	5553717	5634948	opposite	80520	81317	81231	99.0199	60
FoCL57	KK035842.1	272278	66434	71457	NC_030986.1	6854980	5637912	5642945	opposite	4972	5037	5033	98.7095	60
FoCL57	KK035842.1	272278	59121	66185	NC_030986.1	6854980	5643252	5650316	opposite	7017	7067	7064	99.2925	60
FoCL57	KK035842.1	272278	1215	58877	NC_030986.1	6854980	5650546	5708063	opposite	56663	57702	57517	98.1994	60
FoCL57	JH651402.1	711798	210	21160	NC_030986.1	6854980	5708732	5729728	same	20552	21014	20996	97.8015	60
FoCL57	JH651402.1	711798	21813	51430	NC_030986.1	6854980	5730363	5759985	same	29178	29697	29622	98.2523	60
FoCL57	JH651402.1	711798	52105	53047	NC_030986.1	6854980	5760634	5761576	same	929	942	942	98.6200	60
FoCL57	JH651402.1	711798	55273	68552	NC_030986.1	6854980	5764865	5778266	same	12872	13410	13401	95.9881	60
FoCL57	JH651402.1	711798	68979	124352	NC_030986.1	6854980	5778682	5831924	same	51551	56034	53242	91.9995	60
FoCL57	JH651402.1	711798	124514	151926	NC_030986.1	6854980	5832086	5859616	same	26560	27421	27530	96.8601	60
FoCL57	JH651402.1	711798	152425	155737	NC_030986.1	6854980	5860203	5863575	same	3217	3393	3372	94.8128	60
FoCL57	KK036076.1	1418	8	682	NC_030986.1	6854980	5940553	5941228	same	635	675	675	94.0741	41
FoCL57	JH651422.1	50541	2958	5948	NC_030986.1	6854980	5966773	5969729	opposite	2826	2991	2956	94.4835	60
FoCL57	JH651436.1	34711	630	1214	NC_030986.1	6854980	5967519	5968100	opposite	551	584	581	94.3493	15
FoCL57	JH651422.1	50541	0	1978	NC_030986.1	6854980	5970708	5972686	opposite	1926	1979	1978	97.3219	60
FoCL57	KK035967.1	2791	0	2791	NC_030986.1	6854980	5975146	5977895	same	2662	2794	2749	95.2756	0
FoCL57	KK035894.1	6486	3089	6486	NC_030986.1	6854980	5981307	5984966	same	3185	3682	3659	86.5019	0
FoCL57	JH651446.1	26737	0	837	NC_030986.1	6854980	5990254	5991091	same	810	837	837	96.7742	0
FoCL57	JH651417.1	57168	26906	27442	NC_030986.1	6854980	6005381	6005917	opposite	522	536	536	97.3881	0
FoCL57	JH651430.1	40904	40652	40904	NC_030986.1	6854980	6032400	6032652	same	250	252	252	99.2063	0
FoCL57	JH651421.1	50000	34736	35400	NC_030986.1	6854980	6034701	6035365	opposite	654	664	664	98.4940	0
FoCL57	KK035849.1	61333	2293	2756	NC_030986.1	6854980	6064750	6065215	opposite	443	470	465	94.2553	0
FoCL57	JH651390.1	2759859	2729097	2729436	NC_030986.1	6854980	6073592	6073931	same	333	339	339	98.2301	15
FoCL57	JH651456.1	17309	5891	6352	NC_030986.1	6854980	6073982	6074443	same	453	461	461	98.2646	0
FoCL57	JH651390.1	2759859	2731970	2733435	NC_030986.1	6854980	6074965	6076427	same	1430	1465	1462	97.6109	0
FoCL57	JH651415.1	57426	29483	32326	NC_030986.1	6854980	6130118	6133004	same	2727	2886	2886	94.4906	51
FoCL57	JH651402.1	711798	336198	337996	NC_030986.1	6854980	6149372	6151172	same	1660	1804	1800	92.0177	0
FoCL57	JH651402.1	711798	338938	341052	NC_030986.1	6854980	6152182	6154334	same	1975	2155	2152	91.6473	0
FoCL57	JH651435.1	35525	6069	7830	NC_030986.1	6854980	6173560	6175321	same	1686	1762	1761	95.6867	8
FoCL57	JH651440.1	30340	30062	30337	NC_030986.1	6854980	6242471	6242746	opposite	269	275	275	97.8182	0
FoCL57	JH651427.1	45697	19301	19900	NC_030986.1	6854980	6276623	6277222	same	592	599	599	98.8314	0
FoCL57	JH651466.1	15004	10410	10840	NC_030986.1	6854980	6281561	6281991	same	408	430	430	94.8837	0
FoCL57	JH651415.1	57426	14977	16280	NC_030986.1	6854980	6293458	6294762	same	1279	1304	1304	98.0828	60
FoCL57	JH651443.1	27152	16643	17244	NC_030986.1	6854980	6347300	6347901	opposite	600	601	601	99.8336	0
FoCL57	JH651390.1	2759859	116806	117552	NC_030986.1	6854980	6423106	6423852	same	692	746	746	92.7614	0
FoCL57	JH651402.1	711798	602920	604430	NC_030986.1	6854980	6429523	6431033	same	1379	1510	1510	91.3245	0
FoCL57	JH651402.1	711798	614365	616155	NC_030986.1	6854980	6438472	6440263	same	1704	1791	1791	95.1424	60
FoCL57	KK035955.1	3012	5	3004	NC_030986.1	6854980	6446308	6449322	same	2887	3015	3014	95.7546	22
FoCL57	KK035952.1	3166	1456	3150	NC_030986.1	6854980	6448357	6450051	same	1632	1694	1694	96.3400	60
FoCL57	JH651459.1	17145	15999	16256	NC_030986.1	6854980	6478843	6479100	opposite	256	257	257	99.6109	0
FoCL57	JH651428.1	44983	14085	14496	NC_030986.1	6854980	6480745	6481156	same	392	411	411	95.3771	0
FoCL57	JH651388.1	2947611	73075	73568	NC_030986.1	6854980	6483615	6484099	opposite	463	493	484	93.9148	0
FoCL57	KK035840.1	1038905	69793	72407	NC_030986.1	6854980	6487201	6489819	same	2490	2623	2618	94.9295	0
FoCL57	JH651400.1	1058449	877639	880395	NC_030986.1	6854980	6513401	6516157	opposite	2513	2756	2756	91.1829	0
FoCL57	JH651478.1	10109	9382	10109	NC_030986.1	6854980	6551075	6551802	same	700	731	727	95.7592	8
FoCL57	JH651390.1	2759859	2570091	2583134	NC_030986.1	6854980	6611483	6624529	opposite	12755	13048	13046	97.7544	60
FoCL57	JH651390.1	2759859	2545035	2553830	NC_030986.1	6854980	6650589	6660646	opposite	8743	10058	10057	86.9258	60
FoCL57	JH651390.1	2759859	2592028	2607909	NC_030986.1	6854980	6671248	6683601	same	12239	15922	12353	76.8685	60
FoCL57	JH651422.1	50541	38198	38633	NC_030986.1	6854980	6690209	6690646	opposite	418	437	437	95.6522	0
FoCL57	JH651390.1	2759859	2638852	2640760	NC_030986.1	6854980	6714451	6716361	same	1743	1911	1910	91.2088	32
FoCL57	KK036033.1	1638	0	325	NC_030986.1	6854980	6716346	6716671	same	319	325	325	98.1538	0
FoCL57	JH651466.1	15004	13572	14497	NC_030986.1	6854980	6767001	6767917	same	898	926	916	96.9762	0
FoCL57	JH651386.1	4537458	0	2296	NC_030986.1	6854980	6841185	6843482	opposite	2211	2297	2297	96.2560	24
FoCL57	KK035845.1	143271	0	2339	NC_030986.1	6854980	6841727	6844066	same	2253	2339	2339	96.3232	31
FoCL57	JH651427.1	45697	3566	5428	NC_030986.1	6854980	6852497	6854359	same	1850	1862	1862	99.3555	32
FoCL57	JH651420.1	52559	27712	27960	NC_030986.1	6854980	6854406	6854654	opposite	245	248	248	98.7903	0
FoCL57	KK035845.1	143271	77725	107490	NC_030987.1	5577357	36402	66480	opposite	29088	30057	30078	96.7761	60
FoCL57	KK035845.1	143271	39243	67691	NC_030987.1	5577357	104699	132563	opposite	27228	28482	27864	95.5972	60
FoCL57	KK035845.1	143271	24501	35464	NC_030987.1	5577357	138341	149293	opposite	10637	10977	10952	96.9026	60
FoCL57	KK035845.1	143271	2337	15785	NC_030987.1	5577357	149759	162737	opposite	12423	13415	12978	92.6053	60
FoCL57	JH651386.1	4537458	2298	2526	NC_030987.1	5577357	162734	162960	same	226	228	226	99.1228	60
FoCL57	JH651386.1	4537458	2517	8735	NC_030987.1	5577357	165847	171987	same	6006	6224	6140	96.4974	60
FoCL57	JH651386.1	4537458	8787	9653	NC_030987.1	5577357	178144	179009	same	850	866	865	98.1524	60
FoCL57	JH651386.1	4537458	10613	12371	NC_030987.1	5577357	179980	181735	same	1724	1758	1755	98.0660	60
FoCL57	JH651386.1	4537458	13328	19253	NC_030987.1	5577357	182808	188731	same	5818	5928	5923	98.1444	60
FoCL57	JH651386.1	4537458	19346	34285	NC_030987.1	5577357	188826	203691	same	14599	14943	14865	97.6979	60
FoCL57	JH651386.1	4537458	34293	34781	NC_030987.1	5577357	203848	204334	opposite	460	488	486	94.2623	60
FoCL57	JH651386.1	4537458	34841	62833	NC_030987.1	5577357	204340	232609	same	27288	28003	28269	97.4467	60
FoCL57	JH651386.1	4537458	62941	70010	NC_030987.1	5577357	232719	239787	same	6946	7073	7068	98.2044	60
FoCL57	JH651386.1	4537458	70310	73842	NC_030987.1	5577357	240090	243623	same	3221	3545	3533	90.8604	60
FoCL57	JH651386.1	4537458	74191	84975	NC_030987.1	5577357	243973	254721	same	10580	10797	10748	97.9902	60
FoCL57	JH651386.1	4537458	96280	113946	NC_030987.1	5577357	256609	274672	same	17252	18147	18063	95.0681	60
FoCL57	JH651386.1	4537458	114225	117722	NC_030987.1	5577357	274947	278587	same	3357	3654	3640	91.8719	60
FoCL57	JH651386.1	4537458	118764	125599	NC_030987.1	5577357	280002	286874	same	6650	6946	6872	95.7386	60
FoCL57	JH651386.1	4537458	126412	127623	NC_030987.1	5577357	287728	288936	same	1200	1212	1208	99.0099	60
FoCL57	JH651386.1	4537458	128399	144359	NC_030987.1	5577357	289684	305807	same	15634	15967	16123	97.9144	60
FoCL57	JH651386.1	4537458	144474	146788	NC_030987.1	5577357	305944	308258	same	2280	2315	2314	98.4881	60
FoCL57	JH651386.1	4537458	147086	176743	NC_030987.1	5577357	308699	338987	same	29018	30405	30288	95.4383	60
FoCL57	JH651386.1	4537458	177083	197762	NC_030987.1	5577357	339359	360202	same	20218	20605	20843	98.1218	60
FoCL57	JH651386.1	4537458	197887	198490	NC_030987.1	5577357	360310	360909	same	589	604	599	97.5166	60
FoCL57	JH651386.1	4537458	202003	204291	NC_030987.1	5577357	365144	367711	same	2133	2573	2567	82.8993	60
FoCL57	JH651386.1	4537458	214613	227279	NC_030987.1	5577357	381704	395746	same	12362	14068	14042	87.8732	60
FoCL57	JH651386.1	4537458	227845	239193	NC_030987.1	5577357	396692	408047	same	11110	11430	11355	97.2003	60
FoCL57	JH651386.1	4537458	239382	248229	NC_030987.1	5577357	408231	417102	same	8748	8880	8871	98.5135	60
FoCL57	JH651386.1	4537458	248421	286362	NC_030987.1	5577357	417279	455229	same	37472	37991	37950	98.6339	60
FoCL57	JH651386.1	4537458	286478	317810	NC_030987.1	5577357	455345	486213	same	29506	31899	30868	92.4982	60
