query_genome	query_id	query_length_bp	query_start_0based	query_end_0based	ref_id	ref_length_bp	ref_start_0based	ref_end_0based	orientation	matching_bases	alignment_block_length_bp	ref_span_bp	percent_identity	mapping_quality
Fo47	NC_072840.1	6487135	4476473	4559723	NC_030986.1	6854980	1755401	1838835	opposite	82612	83264	83434	99.2169	60
Fo47	NC_072840.1	6487135	4450007	4475863	NC_030986.1	6854980	1839452	1866150	opposite	25673	26725	26698	96.0636	60
Fo47	NC_072840.1	6487135	4437263	4448459	NC_030986.1	6854980	1867885	1879114	opposite	11110	11248	11229	98.7731	60
Fo47	NC_072840.1	6487135	4406000	4436755	NC_030986.1	6854980	1879754	1910582	opposite	30492	30877	30828	98.7531	60
Fo47	NC_072840.1	6487135	4356442	4405552	NC_030986.1	6854980	1911218	1960778	opposite	48688	49127	49560	99.1064	60
Fo47	NC_072840.1	6487135	4329149	4355916	NC_030986.1	6854980	1961368	1988142	opposite	26552	26811	26774	99.0340	60
Fo47	NC_072840.1	6487135	4281594	4328779	NC_030986.1	6854980	1988594	2035931	opposite	46703	47165	47337	99.0205	60
Fo47	NC_072840.1	6487135	4277767	4281052	NC_030986.1	6854980	2036756	2040066	opposite	3260	3313	3310	98.4002	60
Fo47	NC_072840.1	6487135	4264145	4277192	NC_030986.1	6854980	2040554	2053619	opposite	12950	13068	13065	99.0970	60
Fo47	NC_072840.1	6487135	4230042	4263186	NC_030986.1	6854980	2054359	2087439	opposite	32867	33168	33080	99.0925	60
Fo47	NC_072840.1	6487135	4064534	4229384	NC_030986.1	6854980	2087927	2250772	opposite	161597	165212	162845	97.8119	60
Fo47	NC_072840.1	6487135	4006790	4064139	NC_030986.1	6854980	2251302	2308623	opposite	56837	57297	57321	99.1972	60
Fo47	NC_072840.1	6487135	3937329	4006677	NC_030986.1	6854980	2308742	2377965	opposite	68699	69483	69223	98.8717	60
Fo47	NC_072840.1	6487135	3888120	3937234	NC_030986.1	6854980	2378057	2427177	opposite	48719	49180	49120	99.0626	60
Fo47	NC_072840.1	6487135	3886653	3887085	NC_030986.1	6854980	2428308	2428740	opposite	432	432	432	100.0000	60
Fo47	NC_072840.1	6487135	3754945	3882324	NC_030986.1	6854980	2433148	2560625	opposite	126566	127555	127477	99.2246	60
Fo47	NC_072840.1	6487135	3729216	3754633	NC_030986.1	6854980	2561055	2586394	opposite	25078	25440	25339	98.5770	60
Fo47	NC_072840.1	6487135	3701285	3721927	NC_030986.1	6854980	2596068	2616198	opposite	19836	20672	20130	95.9559	60
Fo47	NC_072840.1	6487135	3684939	3701204	NC_030986.1	6854980	2616280	2632513	opposite	16115	16268	16233	99.0595	60
Fo47	NC_072840.1	6487135	3655212	3684051	NC_030986.1	6854980	2634085	2662913	opposite	28611	28897	28828	99.0103	60
Fo47	NC_072840.1	6487135	3640147	3654986	NC_030986.1	6854980	2663281	2678117	opposite	14754	14847	14836	99.3736	60
Fo47	NC_072840.1	6487135	3619754	3639778	NC_030986.1	6854980	2678480	2698506	opposite	19915	20027	20026	99.4408	60
Fo47	NC_072840.1	6487135	3614036	3619454	NC_030986.1	6854980	2698746	2704155	opposite	5371	5421	5409	99.0777	60
Fo47	NC_072840.1	6487135	3523673	3613878	NC_030986.1	6854980	2704314	2794413	opposite	89400	90367	90099	98.9299	60
Fo47	NC_072840.1	6487135	3419000	3523581	NC_030986.1	6854980	2794507	2899757	opposite	103936	105321	105250	98.6850	60
Fo47	NC_072840.1	6487135	3409074	3418507	NC_030986.1	6854980	2900219	2909649	opposite	9366	9440	9430	99.2161	60
Fo47	NC_072840.1	6487135	3368841	3408732	NC_030986.1	6854980	2910153	2950021	opposite	39543	39934	39868	99.0209	60
Fo47	NC_072840.1	6487135	3343141	3368721	NC_030986.1	6854980	2950137	2975731	opposite	25424	25611	25594	99.2698	60
Fo47	NC_072840.1	6487135	3045206	3342360	NC_030986.1	6854980	2977184	3274241	opposite	294912	297313	297057	99.1924	60
Fo47	NC_072840.1	6487135	3040371	3044967	NC_030986.1	6854980	3274486	3279088	opposite	4567	4613	4602	99.0028	60
Fo47	NC_072840.1	6487135	2978651	3039923	NC_030986.1	6854980	3279507	3341020	opposite	60753	61396	61513	98.9527	60
Fo47	NC_072840.1	6487135	2935003	2977778	NC_030986.1	6854980	3341778	3384547	opposite	42531	42811	42769	99.3460	60
Fo47	NC_072840.1	6487135	2808021	2934817	NC_030986.1	6854980	3384726	3511518	opposite	125828	126974	126792	99.0975	60
Fo47	NC_072840.1	6487135	2691538	2807536	NC_030986.1	6854980	3511844	3625585	opposite	112970	116077	113741	97.3233	60
Fo47	NC_072840.1	6487135	2690098	2691407	NC_030986.1	6854980	3625718	3627027	opposite	1298	1309	1309	99.1597	60
Fo47	NC_072840.1	6487135	2686314	2689804	NC_030986.1	6854980	3627347	3630814	opposite	3439	3490	3467	98.5387	60
Fo47	NC_072840.1	6487135	2684806	2686183	NC_030986.1	6854980	3631042	3632427	opposite	1371	1387	1385	98.8464	60
Fo47	NC_072840.1	6487135	2602770	2684572	NC_030986.1	6854980	3632639	3714483	opposite	81162	81896	81844	99.1037	60
Fo47	NC_072840.1	6487135	2567562	2601358	NC_030986.1	6854980	3715878	3749639	opposite	33535	33821	33761	99.1544	60
Fo47	NC_072840.1	6487135	2414372	2567446	NC_030986.1	6854980	3749762	3903652	opposite	151829	153579	153890	98.8605	60
Fo47	NC_072840.1	6487135	2392543	2413573	NC_030986.1	6854980	3905362	3927150	opposite	20820	21692	21788	95.9801	60
Fo47	NC_072840.1	6487135	2367436	2392279	NC_030986.1	6854980	3927500	3952293	opposite	24609	24891	24793	98.8671	60
Fo47	NC_072840.1	6487135	2288422	2367339	NC_030986.1	6854980	3952389	4031489	opposite	78121	78854	79100	99.0704	60
Fo47	NC_072840.1	6487135	2281853	2287789	NC_030986.1	6854980	4032197	4038134	opposite	5908	5937	5937	99.5115	60
Fo47	NC_072840.1	6487135	2276230	2281601	NC_030986.1	6854980	4038496	4043866	opposite	5345	5375	5370	99.4419	60
Fo47	NC_072840.1	6487135	2044499	2276142	NC_030986.1	6854980	4043960	4276331	opposite	229870	232646	232371	98.8068	60
Fo47	NC_072840.1	6487135	2038802	2043997	NC_030986.1	6854980	4276883	4282055	opposite	5144	5195	5172	99.0183	60
Fo47	NC_072840.1	6487135	2026568	2038540	NC_030986.1	6854980	4282857	4294882	opposite	11918	12030	12025	99.0690	60
Fo47	NC_072840.1	6487135	1978411	2025588	NC_030986.1	6854980	4295892	4343292	opposite	46828	47208	47400	99.1951	60
Fo47	NC_072840.1	6487135	1877378	1978146	NC_030986.1	6854980	4343647	4444539	opposite	99918	100952	100892	98.9758	60
Fo47	NC_072840.1	6487135	1870679	1877118	NC_030986.1	6854980	4447683	4454123	opposite	6390	6441	6440	99.2082	60
Fo47	NC_072840.1	6487135	1837650	1870408	NC_030986.1	6854980	4454410	4485563	opposite	30477	32731	31153	93.1136	60
Fo47	NC_072840.1	6487135	1835695	1837173	NC_030986.1	6854980	4487523	4489001	opposite	1470	1480	1478	99.3243	60
Fo47	NC_072840.1	6487135	1807333	1833342	NC_030986.1	6854980	4491869	4517636	opposite	25382	25970	25767	97.7358	60
Fo47	NC_072840.1	6487135	1800128	1803651	NC_030986.1	6854980	4521289	4524813	opposite	3494	3524	3524	99.1487	60
Fo47	NC_072840.1	6487135	1741169	1799966	NC_030986.1	6854980	4524976	4580341	opposite	54926	58881	55365	93.2831	60
Fo47	NC_072840.1	6487135	1624140	1740978	NC_030986.1	6854980	4580548	4697682	opposite	116176	117213	117134	99.1153	60
Fo47	NC_072840.1	6487135	1508952	1624076	NC_030986.1	6854980	4697755	4812752	opposite	114127	115125	114997	99.1331	60
Fo47	NC_072840.1	6487135	1395788	1508801	NC_030986.1	6854980	4812901	4927291	opposite	111818	114470	114390	97.6832	60
Fo47	NC_072840.1	6487135	1374471	1395551	NC_030986.1	6854980	4927857	4948985	opposite	20737	21108	21128	98.2424	60
Fo47	NC_072840.1	6487135	1371127	1374085	NC_030986.1	6854980	4949469	4952425	opposite	2945	2958	2956	99.5605	60
Fo47	NC_072840.1	6487135	1368289	1370866	NC_030986.1	6854980	4952818	4955393	opposite	2564	2578	2575	99.4569	60
Fo47	NC_072840.1	6487135	1346410	1367620	NC_030986.1	6854980	4955991	4977347	opposite	20826	21320	21356	97.6829	60
Fo47	NC_072840.1	6487135	1265722	1346306	NC_030986.1	6854980	4977456	5058122	opposite	80019	80698	80666	99.1586	60
Fo47	NC_072840.1	6487135	1250565	1256198	NC_030986.1	6854980	5064344	5070046	opposite	5250	5756	5702	91.2092	60
Fo47	NC_072840.1	6487135	1196157	1250158	NC_030986.1	6854980	5070450	5124491	opposite	53463	54171	54041	98.6930	60
Fo47	NC_072840.1	6487135	1162352	1195025	NC_030986.1	6854980	5125635	5158303	opposite	32416	32719	32668	99.0739	60
Fo47	NC_072840.1	6487135	1028489	1162162	NC_030986.1	6854980	5158564	5292335	opposite	132771	133737	133771	99.2777	60
Fo47	NC_072840.1	6487135	977469	1028387	NC_030986.1	6854980	5292446	5343375	opposite	50304	50888	50929	98.8524	60
Fo47	NC_072840.1	6487135	976085	977469	NC_030986.1	6854980	5343375	5344759	same	1363	1384	1384	98.4827	60
Fo47	NC_072840.1	6487135	974255	976081	NC_030986.1	6854980	5344763	5346577	opposite	1793	1826	1814	98.1928	60
Fo47	NC_072840.1	6487135	921259	973647	NC_030986.1	6854980	5347194	5399582	opposite	51574	52195	52388	98.8102	60
Fo47	NC_072840.1	6487135	907335	918533	NC_030986.1	6854980	5401371	5412580	opposite	11018	11221	11209	98.1909	60
Fo47	NC_072840.1	6487135	885515	907223	NC_030986.1	6854980	5412704	5434408	opposite	21465	21720	21704	98.8260	60
Fo47	NC_072840.1	6487135	884204	884942	NC_030986.1	6854980	5435537	5436277	opposite	722	740	740	97.5676	60
Fo47	NC_072840.1	6487135	882205	883960	NC_030986.1	6854980	5436527	5438270	opposite	1635	1761	1743	92.8450	60
Fo47	NC_072840.1	6487135	858296	881130	NC_030986.1	6854980	5438777	5461689	opposite	22288	22643	22912	98.4322	60
Fo47	NC_072840.1	6487135	788126	855033	NC_030986.1	6854980	5465226	5534022	opposite	65129	69530	68796	93.6704	60
Fo47	NC_072840.1	6487135	769350	787850	NC_030986.1	6854980	5534378	5552646	opposite	18006	18514	18268	97.2561	60
Fo47	NC_072840.1	6487135	768369	768922	NC_030986.1	6854980	5553107	5553660	opposite	550	553	553	99.4575	60
Fo47	NC_072840.1	6487135	687084	768312	NC_030986.1	6854980	5553717	5634952	opposite	80506	81312	81235	99.0088	60
Fo47	NC_072840.1	6487135	680244	685266	NC_030986.1	6854980	5637912	5642945	opposite	4975	5036	5033	98.7887	60
Fo47	NC_072840.1	6487135	672972	679995	NC_030986.1	6854980	5643252	5650275	opposite	6968	7026	7023	99.1745	60
Fo47	NC_072840.1	6487135	594723	672690	NC_030986.1	6854980	5650546	5729216	opposite	76555	78853	78670	97.0857	60
Fo47	NC_072840.1	6487135	565096	593456	NC_030986.1	6854980	5730363	5759985	opposite	27929	29709	29622	94.0085	60
Fo47	NC_072840.1	6487135	563526	564421	NC_030986.1	6854980	5760634	5761529	opposite	886	895	895	98.9944	60
Fo47	NC_072840.1	6487135	509017	561252	NC_030986.1	6854980	5764865	5814539	opposite	48374	52463	49674	92.2059	60
Fo47	NC_072840.1	6487135	491343	508029	NC_030986.1	6854980	5815244	5831924	opposite	16313	16716	16680	97.5891	60
Fo47	NC_072840.1	6487135	463765	491181	NC_030986.1	6854980	5832086	5859616	opposite	26591	27423	27530	96.9661	60
Fo47	NC_072840.1	6487135	459916	463266	NC_030986.1	6854980	5860203	5863615	opposite	3265	3432	3412	95.1340	60
Fo47	NC_072846.1	4259108	3232912	3254629	NC_030986.1	6854980	5873554	5895225	same	21380	21735	21671	98.3667	60
Fo47	NC_072846.1	4259108	3379298	3398724	NC_030986.1	6854980	5969004	5985389	same	16008	19451	16385	82.2991	60
Fo47	NC_072846.1	4259108	2705470	2707311	NC_030986.1	6854980	5987018	5988851	opposite	1747	1843	1833	94.7911	5
Fo47	NC_072846.1	4259108	3624302	3626377	NC_030986.1	6854980	5987486	5989431	opposite	1886	2076	1945	90.8478	1
Fo47	NC_072848.1	3277645	28852	29260	NC_030986.1	6854980	6014577	6014987	opposite	397	410	410	96.8293	0
Fo47	NC_072850.1	2853886	28971	29379	NC_030986.1	6854980	6014577	6014987	opposite	397	410	410	96.8293	1
Fo47	NC_072846.1	4259108	2805091	2808076	NC_030986.1	6854980	6032400	6035365	opposite	2942	2986	2965	98.5265	60
Fo47	NC_072845.1	4300638	76029	81071	NC_030986.1	6854980	6035417	6040461	opposite	4799	5053	5044	94.9733	60
Fo47	NC_072845.1	4300638	62423	73177	NC_030986.1	6854980	6043129	6053872	opposite	10494	10760	10743	97.5279	60
Fo47	NC_072846.1	4259108	2036035	2036935	NC_030986.1	6854980	6073591	6074491	opposite	881	900	900	97.8889	1
Fo47	NC_072850.1	2853886	159424	159763	NC_030986.1	6854980	6073592	6073931	opposite	333	339	339	98.2301	15
Fo47	NC_072850.1	2853886	155409	156890	NC_030986.1	6854980	6074965	6076427	opposite	1430	1481	1462	96.5564	0
Fo47	NC_072846.1	4259108	1081302	1081597	NC_030986.1	6854980	6089067	6089362	opposite	288	295	295	97.6271	37
Fo47	NC_072846.1	4259108	424823	428942	NC_030986.1	6854980	6090819	6094638	same	3774	4120	3819	91.6019	1
Fo47	NC_072846.1	4259108	2639542	2642206	NC_030986.1	6854980	6120611	6123222	opposite	2528	2667	2611	94.7882	1
Fo47	NC_072850.1	2853886	99110	101937	NC_030986.1	6854980	6130116	6133004	same	2717	2888	2888	94.0789	45
Fo47	NC_072846.1	4259108	1225616	1228426	NC_030986.1	6854980	6130194	6133004	opposite	2704	2810	2810	96.2278	5
Fo47	NC_072840.1	6487135	273228	275339	NC_030986.1	6854980	6152182	6154334	opposite	1968	2152	2152	91.4498	0
Fo47	NC_072846.1	4259108	2673780	2691019	NC_030986.1	6854980	6158345	6177989	same	16523	19710	19644	83.8305	60
Fo47	NC_072846.1	4259108	845976	847594	NC_030986.1	6854980	6173560	6175177	same	1546	1618	1617	95.5501	2
Fo47	NC_072846.1	4259108	3628350	3630334	NC_030986.1	6854980	6179552	6181537	opposite	1940	1985	1985	97.7330	11
Fo47	NC_072846.1	4259108	2128296	2129434	NC_030986.1	6854980	6215448	6216653	opposite	1101	1205	1205	91.3693	60
Fo47	NC_072846.1	4259108	2106389	2128132	NC_030986.1	6854980	6216844	6234227	opposite	16299	21990	17383	74.1201	60
Fo47	NC_072846.1	4259108	2254698	2256571	NC_030986.1	6854980	6238716	6240589	opposite	1771	1873	1873	94.5542	1
Fo47	NC_072846.1	4259108	1465908	1467008	NC_030986.1	6854980	6241273	6242733	same	1048	1472	1460	71.1957	16
Fo47	NC_072846.1	4259108	4184535	4186750	NC_030986.1	6854980	6261003	6263220	same	2144	2219	2217	96.6201	59
Fo47	NC_072846.1	4259108	3492473	3494277	NC_030986.1	6854980	6275388	6277192	opposite	1774	1804	1804	98.3370	1
Fo47	NC_072850.1	2853886	217178	218111	NC_030986.1	6854980	6276289	6277222	same	895	933	933	95.9271	0
Fo47	NC_072846.1	4259108	3082898	3084869	NC_030986.1	6854980	6285351	6287322	same	1930	1971	1971	97.9198	1
Fo47	NC_072850.1	2853886	84568	85871	NC_030986.1	6854980	6293458	6294762	same	1262	1304	1304	96.7791	60
Fo47	NC_072846.1	4259108	1649489	1650728	NC_030986.1	6854980	6293459	6294698	same	1157	1246	1239	92.8571	11
Fo47	NC_072846.1	4259108	2087958	2091103	NC_030986.1	6854980	6426001	6429113	same	2973	3146	3112	94.5010	13
Fo47	NC_072846.1	4259108	613729	619276	NC_030986.1	6854980	6444725	6450273	same	5472	5548	5548	98.6301	27
Fo47	NC_072846.1	4259108	620057	623788	NC_030986.1	6854980	6453279	6457008	same	3619	3732	3729	96.9721	49
Fo47	NC_072846.1	4259108	885492	904221	NC_030986.1	6854980	6456748	6472228	same	15237	18754	15480	81.2467	49
Fo47	NC_072846.1	4259108	3118055	3119935	NC_030986.1	6854980	6481737	6483605	same	1718	1881	1868	91.3344	1
Fo47	NC_072851.1	2552985	88075	90676	NC_030986.1	6854980	6487211	6489817	same	2480	2611	2606	94.9828	0
Fo47	NC_072846.1	4259108	376141	376791	NC_030986.1	6854980	6494280	6494930	same	637	650	650	98.0000	1
Fo47	NC_072846.1	4259108	2045516	2047851	NC_030986.1	6854980	6513827	6516161	same	2278	2335	2334	97.5589	1
Fo47	NC_072846.1	4259108	2023731	2032823	NC_030986.1	6854980	6533116	6542191	same	8788	9107	9075	96.4972	1
Fo47	NC_072846.1	4259108	1187194	1195031	NC_030986.1	6854980	6536923	6544775	opposite	7779	7865	7852	98.9065	0
Fo47	NC_072846.1	4259108	991023	1028315	NC_030986.1	6854980	6544788	6582865	same	36709	38038	38077	96.5061	60
Fo47	NC_072846.1	4259108	1877185	1877801	NC_030986.1	6854980	6567440	6568054	opposite	590	617	614	95.6240	1
Fo47	NC_072846.1	4259108	1867651	1870439	NC_030986.1	6854980	6572220	6574881	same	2501	2798	2661	89.3853	1
Fo47	NC_072850.1	2853886	329340	338135	NC_030986.1	6854980	6650589	6660646	same	8715	10058	10057	86.6474	60
Fo47	NC_072846.1	4259108	3924225	3926520	NC_030986.1	6854980	6657882	6660171	same	2221	2295	2289	96.7756	1
Fo47	NC_072850.1	2853886	274807	290688	NC_030986.1	6854980	6671248	6683601	opposite	12242	15922	12353	76.8873	60
Fo47	NC_072846.1	4259108	882371	884196	NC_030986.1	6854980	6714451	6716278	opposite	1742	1828	1827	95.2954	30
Fo47	NC_072850.1	2853886	241550	243766	NC_030986.1	6854980	6714451	6716669	opposite	2043	2219	2218	92.0685	60
Fo47	NC_072848.1	3277645	37094	46767	NC_030986.1	6854980	6724778	6734455	same	9638	9678	9677	99.5867	1
Fo47	NC_072850.1	2853886	37211	46884	NC_030986.1	6854980	6724778	6734455	same	9638	9678	9677	99.5867	1
Fo47	NC_072846.1	4259108	1753803	1757487	NC_030986.1	6854980	6741433	6745138	same	3527	3706	3705	95.1700	26
Fo47	NC_072846.1	4259108	2105670	2106090	NC_030986.1	6854980	6752238	6752658	opposite	415	420	420	98.8095	60
Fo47	NC_072846.1	4259108	3960669	3962807	NC_030986.1	6854980	6796549	6798648	same	2021	2139	2099	94.4834	60
Fo47	NC_072846.1	4259108	3092671	3093693	NC_030986.1	6854980	6815814	6816836	same	982	1022	1022	96.0861	1
Fo47	NC_072846.1	4259108	1357431	1362549	NC_030987.1	5577357	6187	11307	opposite	4973	5122	5120	97.0910	11
Fo47	NC_072843.1	4731052	4655217	4684306	NC_030987.1	5577357	36402	65892	opposite	28529	29405	29490	97.0209	60
Fo47	NC_072843.1	4731052	4638244	4647143	NC_030987.1	5577357	104699	113040	opposite	8066	8936	8341	90.2641	60
Fo47	NC_072843.1	4731052	4615573	4634370	NC_030987.1	5577357	113737	132563	opposite	18400	18843	18826	97.6490	60
Fo47	NC_072843.1	4731052	4608091	4611794	NC_030987.1	5577357	138341	142036	opposite	3589	3713	3695	96.6604	60
Fo47	NC_072843.1	4731052	4600833	4607711	NC_030987.1	5577357	142420	149293	opposite	6730	6881	6873	97.8056	60
Fo47	NC_072843.1	4731052	4572901	4592118	NC_030987.1	5577357	149759	171976	opposite	18619	22084	22217	84.3099	60
Fo47	NC_072843.1	4731052	4571971	4572837	NC_030987.1	5577357	178144	179009	opposite	853	866	865	98.4988	60
Fo47	NC_072843.1	4731052	4569254	4571005	NC_030987.1	5577357	179986	181735	opposite	1721	1752	1749	98.2306	60
Fo47	NC_072843.1	4731052	4562373	4568297	NC_030987.1	5577357	182808	188731	opposite	5809	5928	5923	97.9926	60
Fo47	NC_072843.1	4731052	4547351	4562280	NC_030987.1	5577357	188826	203691	opposite	14566	14944	14865	97.4706	60
Fo47	NC_072843.1	4731052	4546855	4547343	NC_030987.1	5577357	203848	204334	same	460	488	486	94.2623	60
Fo47	NC_072843.1	4731052	4518804	4546801	NC_030987.1	5577357	204334	232609	opposite	27295	28010	28275	97.4473	60
Fo47	NC_072843.1	4731052	4511616	4518696	NC_030987.1	5577357	232719	239799	opposite	6950	7085	7080	98.0946	60
Fo47	NC_072843.1	4731052	4496681	4511334	NC_030987.1	5577357	240084	254721	opposite	14069	14700	14637	95.7075	60
Fo47	NC_072843.1	4731052	4462454	4489774	NC_030987.1	5577357	256609	274672	opposite	17641	27344	18063	64.5151	60
Fo47	NC_072843.1	4731052	4458678	4462175	NC_030987.1	5577357	274947	278587	opposite	3352	3654	3640	91.7351	60
Fo47	NC_072843.1	4731052	4450635	4457570	NC_030987.1	5577357	280002	286874	opposite	6772	6947	6872	97.4809	60
Fo47	NC_072843.1	4731052	4448608	4449821	NC_030987.1	5577357	287728	288936	opposite	1200	1214	1208	98.8468	60
Fo47	NC_072843.1	4731052	4431867	4447832	NC_030987.1	5577357	289684	305807	opposite	15630	15971	16123	97.8649	60
